symbol,price_change,price_change_percent,weighted_avg_price,last_price,volume,quote_volume,open_time,close_time
BTCUSDT,-2153.77000000,-3.277,64378.33909263,63572.23000000,24458.62320000,1574605538.10858870,2024-09-29 16:12:34.816,2024-09-30 16:12:34.816
