Timestamp,Symbol,Price,Volume_24h,Change_24h,Bid_Price,Ask_Price,High_24h,Low_24h,Quote_Asset_Volume_24h,Number_of_Trades_24h
2024-10-03 12:00:03.611275,BTCUSDT,60755.64,1951434439.346146,-0.671,60755.64,60755.65,62390.31,60000.0,1951434439.346146,5382493.0
2024-10-03 12:00:03.611326,ETHUSDT,2351.85,876531146.298172,-4.21,2351.85,2351.86,2478.89,2318.72,876531146.298172,4591048.0
2024-10-03 12:00:03.611358,BNBUSDT,538.4,155639940.279,-1.536,538.3,538.4,553.2,535.4,155639940.279,659924.0
2024-10-03 12:00:03.611423,BCCUSDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-03 12:00:03.611447,NEOUSDT,9.57,3821925.9725,-4.396,9.56,9.57,10.18,9.41,3821925.9725,17947.0
2024-10-03 12:00:03.611480,LTCUSDT,62.87,24756759.50431,-1.349,62.87,62.88,64.2,61.92,24756759.50431,235432.0
2024-10-03 12:00:03.611528,QTUMUSDT,2.313,898997.6334,-5.088,2.313,2.314,2.477,2.269,898997.6334,11744.0
2024-10-03 12:00:03.611568,ADAUSDT,0.3393,36593989.25667,-3.223,0.3392,0.3393,0.3554,0.3318,36593989.25667,235402.0
2024-10-03 12:00:03.611609,XRPUSDT,0.5172,432885626.8205,-11.71,0.5171,0.5172,0.5928,0.5068,432885626.8205,1438931.0
2024-10-03 12:00:03.611650,EOSUSDT,0.4602,10368486.00194,-4.105,0.4603,0.4604,0.4838,0.4534,10368486.00194,48272.0
2024-10-03 12:00:03.611691,TUSDUSDT,0.997,810231.6207,-0.05,0.9969,0.997,0.9977,0.9966,810231.6207,4010.0
2024-10-03 12:00:03.611730,IOTAUSDT,0.1163,4453426.6113,-4.122,0.1162,0.1163,0.1224,0.114,4453426.6113,18993.0
2024-10-03 12:00:03.611772,XLMUSDT,0.0894,8309236.1538,-4.283,0.0893,0.0894,0.0939,0.0882,8309236.1538,63853.0
2024-10-03 12:00:03.611816,ONTUSDT,0.171,693329.0377,-4.362,0.1708,0.171,0.1817,0.1677,693329.0377,8255.0
2024-10-03 12:00:03.611858,TRXUSDT,0.154,53355231.37514,-0.065,0.1539,0.154,0.1553,0.1534,53355231.37514,147460.0
2024-10-03 12:00:03.611903,ETCUSDT,18.37,19559985.9343,0.0,18.36,18.37,18.64,17.74,19559985.9343,105704.0
2024-10-03 12:00:03.611946,ICXUSDT,0.1306,620741.31988,-4.392,0.1306,0.1307,0.1389,0.1275,620741.31988,9193.0
2024-10-03 12:00:03.611993,VENUSDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-03 12:00:03.612037,NULSUSDT,0.2995,2359131.5612,-8.939,0.2995,0.2996,0.3298,0.2931,2359131.5612,31136.0
2024-10-03 12:00:03.612083,VETUSDT,0.0221,4880748.630657,-2.772,0.0221,0.02211,0.02318,0.02169,4880748.630657,36669.0
2024-10-03 12:00:03.612132,PAXUSDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-03 12:00:03.612179,BCHABCUSDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-03 12:00:03.612226,BCHSVUSDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-03 12:00:03.612278,USDCUSDT,1.0001,800045726.3166,-0.01,1.0001,1.0002,1.0002,0.9999,800045726.3166,269964.0
2024-10-03 12:00:03.612332,LINKUSDT,10.53,37405915.9179,-4.878,10.53,10.54,11.08,10.34,37405915.9179,189389.0
2024-10-03 12:00:03.612383,WAVESUSDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-03 12:00:03.612438,BTTUSDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-03 12:00:03.612490,USDSUSDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-03 12:00:03.612546,ONGUSDT,0.2811,1026149.7521,-4.16,0.2809,0.281,0.2971,0.2743,1026149.7521,13073.0
2024-10-03 12:00:03.612602,HOTUSDT,0.001517,1834520.957817,-5.247,0.001517,0.001518,0.001622,0.001476,1834520.957817,15301.0
2024-10-03 12:00:03.612705,ZILUSDT,0.01357,3959695.981508,-3.416,0.01356,0.01358,0.01427,0.0132,3959695.981508,25664.0
2024-10-03 12:00:03.612768,ZRXUSDT,0.2911,2008932.3773,-6.188,0.2911,0.2913,0.3162,0.2858,2008932.3773,17649.0
2024-10-03 12:00:03.612824,FETUSDT,1.378,88344069.4485,-5.292,1.378,1.379,1.504,1.348,88344069.4485,627173.0
2024-10-03 12:00:03.612879,BATUSDT,0.1615,1198239.2124,-3.119,0.1615,0.1616,0.1679,0.159,1198239.2124,17650.0
2024-10-03 12:00:03.612935,XMRUSDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-03 12:00:03.612992,ZECUSDT,25.18,1949916.61143,-5.409,25.15,25.17,27.32,24.4,1949916.61143,14447.0
2024-10-03 12:00:03.613054,IOSTUSDT,0.00469,2174464.54798,-4.09,0.00469,0.0047,0.00494,0.00463,2174464.54798,13574.0
2024-10-03 12:00:03.613110,CELRUSDT,0.01108,852963.432843,-3.231,0.01107,0.01108,0.0116,0.01077,852963.432843,10909.0
2024-10-03 12:00:03.613166,DASHUSDT,22.69,1940471.28806,-1.817,22.67,22.69,23.49,22.15,1940471.28806,15285.0
2024-10-03 12:00:03.613225,NANOUSDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-03 12:00:03.613285,OMGUSDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-03 12:00:03.613341,THETAUSDT,1.232,6415796.2403,-4.865,1.231,1.232,1.315,1.2,6415796.2403,42003.0
2024-10-03 12:00:03.613403,ENJUSDT,0.1406,2314869.55689,-6.204,0.1406,0.1407,0.1511,0.1367,2314869.55689,23493.0
2024-10-03 12:00:03.613461,MITHUSDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
