symbol,price_change,price_change_percent,weighted_avg_price,last_price,volume,quote_volume,open_time,close_time
BTCUSDT,-2157.98000000,-3.281,64492.13938499,63610.01000000,22998.62794000,1483230718.76992280,2024-09-29 14:16:45.503,2024-09-30 14:16:45.503
